:START_ID,:END_ID,:relation,:TYPE
24749,10115,cooperation,cooperation
20330,10115,cooperation,cooperation
22172,10115,cooperation,cooperation
23403,10115,cooperation,cooperation
23868,10115,cooperation,cooperation
21361,10115,cooperation,cooperation
22287,10115,cooperation,cooperation
24067,10115,cooperation,cooperation
23225,10115,cooperation,cooperation
24549,10115,cooperation,cooperation
25124,10115,cooperation,cooperation
23416,10115,cooperation,cooperation
22538,10115,cooperation,cooperation
20766,10115,cooperation,cooperation
23060,10115,cooperation,cooperation
21953,10115,cooperation,cooperation
22804,10115,cooperation,cooperation
24831,10115,cooperation,cooperation
21676,10115,cooperation,cooperation
20255,10115,cooperation,cooperation
21609,10115,cooperation,cooperation
21925,10115,cooperation,cooperation
21509,10115,cooperation,cooperation
24614,10115,cooperation,cooperation
23417,10115,cooperation,cooperation
24065,10115,cooperation,cooperation
24675,10115,cooperation,cooperation
22824,10115,cooperation,cooperation
21210,10115,cooperation,cooperation
24762,10115,cooperation,cooperation
23008,10115,cooperation,cooperation
20770,10115,cooperation,cooperation
23468,10115,cooperation,cooperation
21014,10115,cooperation,cooperation
24512,10115,cooperation,cooperation
21331,10115,cooperation,cooperation
20334,10115,cooperation,cooperation
23064,10115,cooperation,cooperation
20999,10115,cooperation,cooperation
22389,10115,cooperation,cooperation
21615,10115,cooperation,cooperation
20202,10115,cooperation,cooperation
20882,10115,cooperation,cooperation
21224,10115,cooperation,cooperation
23739,10115,cooperation,cooperation
23278,10115,cooperation,cooperation
23963,10115,cooperation,cooperation
23641,10115,cooperation,cooperation
22281,10115,cooperation,cooperation
20896,10032,cooperation,cooperation
23534,10032,cooperation,cooperation
20759,10032,cooperation,cooperation
23159,10032,cooperation,cooperation
23084,10032,cooperation,cooperation
22497,10032,cooperation,cooperation
22763,10032,cooperation,cooperation
23165,10032,cooperation,cooperation
23828,10032,cooperation,cooperation
22119,10032,cooperation,cooperation
20732,10032,cooperation,cooperation
24685,10032,cooperation,cooperation
24430,10032,cooperation,cooperation
22085,10032,cooperation,cooperation
23299,10032,cooperation,cooperation
20453,10032,cooperation,cooperation
23170,10032,cooperation,cooperation
21372,10032,cooperation,cooperation
23382,10032,cooperation,cooperation
21718,10032,cooperation,cooperation
23544,10032,cooperation,cooperation
24172,10032,cooperation,cooperation
20995,10032,cooperation,cooperation
23049,10032,cooperation,cooperation
21999,10032,cooperation,cooperation
22073,10061,cooperation,cooperation
22995,10061,cooperation,cooperation
21597,10061,cooperation,cooperation
24585,10061,cooperation,cooperation
22444,10061,cooperation,cooperation
21297,10061,cooperation,cooperation
23046,10061,cooperation,cooperation
22305,10061,cooperation,cooperation
23471,10061,cooperation,cooperation
21215,10061,cooperation,cooperation
20978,10061,cooperation,cooperation
24886,10061,cooperation,cooperation
21626,10061,cooperation,cooperation
23704,10061,cooperation,cooperation
22010,10061,cooperation,cooperation
20820,10061,cooperation,cooperation
22301,10061,cooperation,cooperation
22485,10061,cooperation,cooperation
22355,10061,cooperation,cooperation
21759,10061,cooperation,cooperation
20113,10061,cooperation,cooperation
23191,10061,cooperation,cooperation
23734,10061,cooperation,cooperation
23757,10061,cooperation,cooperation
21185,10061,cooperation,cooperation
22577,10061,cooperation,cooperation
21994,10061,cooperation,cooperation
24412,10061,cooperation,cooperation
23291,10061,cooperation,cooperation
21063,10061,cooperation,cooperation
20381,10061,cooperation,cooperation
20204,10061,cooperation,cooperation
22175,10061,cooperation,cooperation
24919,10061,cooperation,cooperation
20867,10061,cooperation,cooperation
20136,10061,cooperation,cooperation
23624,10061,cooperation,cooperation
22948,10061,cooperation,cooperation
24613,10061,cooperation,cooperation
23230,10061,cooperation,cooperation
24569,10061,cooperation,cooperation
24755,10061,cooperation,cooperation
23395,10061,cooperation,cooperation
22547,10061,cooperation,cooperation
24733,10061,cooperation,cooperation
21287,10061,cooperation,cooperation
20473,10158,cooperation,cooperation
20748,10158,cooperation,cooperation
20532,10158,cooperation,cooperation
23591,10158,cooperation,cooperation
22815,10158,cooperation,cooperation
20114,10158,cooperation,cooperation
24370,10158,cooperation,cooperation
23307,10158,cooperation,cooperation
21732,10158,cooperation,cooperation
22274,10158,cooperation,cooperation
25022,10158,cooperation,cooperation
24798,10158,cooperation,cooperation
22876,10158,cooperation,cooperation
22576,10158,cooperation,cooperation
23744,10158,cooperation,cooperation
23633,10158,cooperation,cooperation
21081,10158,cooperation,cooperation
20507,10158,cooperation,cooperation
20314,10158,cooperation,cooperation
23363,10158,cooperation,cooperation
20658,10158,cooperation,cooperation
21400,10158,cooperation,cooperation
20582,10158,cooperation,cooperation
24150,10158,cooperation,cooperation
22655,10158,cooperation,cooperation
22753,10158,cooperation,cooperation
21473,10158,cooperation,cooperation
24456,10158,cooperation,cooperation
20256,10014,cooperation,cooperation
24464,10014,cooperation,cooperation
23999,10014,cooperation,cooperation
21811,10014,cooperation,cooperation
24286,10014,cooperation,cooperation
22200,10014,cooperation,cooperation
21133,10014,cooperation,cooperation
21721,10014,cooperation,cooperation
21724,10014,cooperation,cooperation
20424,10014,cooperation,cooperation
22330,10014,cooperation,cooperation
23096,10014,cooperation,cooperation
21461,10014,cooperation,cooperation
21707,10014,cooperation,cooperation
24137,10014,cooperation,cooperation
21301,10014,cooperation,cooperation
23898,10014,cooperation,cooperation
21795,10014,cooperation,cooperation
21178,10014,cooperation,cooperation
21202,10063,cooperation,cooperation
20529,10063,cooperation,cooperation
20525,10063,cooperation,cooperation
23844,10063,cooperation,cooperation
20854,10063,cooperation,cooperation
21115,10063,cooperation,cooperation
22117,10063,cooperation,cooperation
23135,10063,cooperation,cooperation
21529,10063,cooperation,cooperation
23674,10063,cooperation,cooperation
20792,10063,cooperation,cooperation
24291,10063,cooperation,cooperation
22597,10063,cooperation,cooperation
23613,10063,cooperation,cooperation
21041,10063,cooperation,cooperation
22250,10063,cooperation,cooperation
23332,10063,cooperation,cooperation
23570,10063,cooperation,cooperation
24775,10063,cooperation,cooperation
22994,10063,cooperation,cooperation
23489,10063,cooperation,cooperation
21407,10063,cooperation,cooperation
22281,10063,cooperation,cooperation
20358,10023,cooperation,cooperation
21139,10023,cooperation,cooperation
24055,10023,cooperation,cooperation
20308,10023,cooperation,cooperation
23221,10023,cooperation,cooperation
22972,10023,cooperation,cooperation
23569,10023,cooperation,cooperation
24235,10023,cooperation,cooperation
22609,10023,cooperation,cooperation
23906,10023,cooperation,cooperation
22850,10023,cooperation,cooperation
24027,10023,cooperation,cooperation
23620,10023,cooperation,cooperation
20314,10023,cooperation,cooperation
24907,10023,cooperation,cooperation
24666,10023,cooperation,cooperation
23017,10023,cooperation,cooperation
23930,10023,cooperation,cooperation
21112,10023,cooperation,cooperation
20176,10023,cooperation,cooperation
22601,10023,cooperation,cooperation
20646,10023,cooperation,cooperation
23317,10023,cooperation,cooperation
21950,10023,cooperation,cooperation
23648,10023,cooperation,cooperation
21512,10023,cooperation,cooperation
20483,10133,cooperation,cooperation
23147,10133,cooperation,cooperation
21948,10133,cooperation,cooperation
22109,10133,cooperation,cooperation
23575,10133,cooperation,cooperation
21318,10133,cooperation,cooperation
24582,10133,cooperation,cooperation
22007,10133,cooperation,cooperation
21639,10133,cooperation,cooperation
24261,10133,cooperation,cooperation
23106,10133,cooperation,cooperation
20911,10133,cooperation,cooperation
21619,10133,cooperation,cooperation
22710,10156,cooperation,cooperation
21096,10156,cooperation,cooperation
21756,10156,cooperation,cooperation
20689,10156,cooperation,cooperation
23250,10156,cooperation,cooperation
20307,10156,cooperation,cooperation
23254,10156,cooperation,cooperation
20840,10156,cooperation,cooperation
22472,10156,cooperation,cooperation
22209,10156,cooperation,cooperation
22570,10156,cooperation,cooperation
23529,10156,cooperation,cooperation
23409,10156,cooperation,cooperation
24121,10156,cooperation,cooperation
23990,10156,cooperation,cooperation
22340,10156,cooperation,cooperation
21367,10156,cooperation,cooperation
24098,10156,cooperation,cooperation
23915,10156,cooperation,cooperation
21242,10156,cooperation,cooperation
23149,10156,cooperation,cooperation
22108,10156,cooperation,cooperation
21286,10156,cooperation,cooperation
21689,10156,cooperation,cooperation
21791,10156,cooperation,cooperation
24988,10156,cooperation,cooperation
20246,10156,cooperation,cooperation
21584,10156,cooperation,cooperation
20912,10156,cooperation,cooperation
22656,10156,cooperation,cooperation
23846,10186,cooperation,cooperation
21276,10186,cooperation,cooperation
24581,10186,cooperation,cooperation
20153,10186,cooperation,cooperation
23783,10186,cooperation,cooperation
23324,10186,cooperation,cooperation
22681,10186,cooperation,cooperation
21695,10186,cooperation,cooperation
22445,10186,cooperation,cooperation
22349,10186,cooperation,cooperation
22504,10186,cooperation,cooperation
21222,10186,cooperation,cooperation
20988,10186,cooperation,cooperation
22975,10186,cooperation,cooperation
20486,10186,cooperation,cooperation
20318,10186,cooperation,cooperation
21302,10186,cooperation,cooperation
25066,10158,cooperation,cooperation
20328,10158,cooperation,cooperation
20327,10158,cooperation,cooperation
23235,10158,cooperation,cooperation
25022,10158,cooperation,cooperation
24840,10158,cooperation,cooperation
24562,10158,cooperation,cooperation
23210,10158,cooperation,cooperation
24182,10158,cooperation,cooperation
20060,10158,cooperation,cooperation
20916,10158,cooperation,cooperation
20791,10158,cooperation,cooperation
24189,10158,cooperation,cooperation
20226,10158,cooperation,cooperation
24622,10158,cooperation,cooperation
24600,10158,cooperation,cooperation
23983,10158,cooperation,cooperation
24466,10158,cooperation,cooperation
24969,10158,cooperation,cooperation
20194,10158,cooperation,cooperation
24048,10158,cooperation,cooperation
21595,10158,cooperation,cooperation
21550,10158,cooperation,cooperation
24768,10158,cooperation,cooperation
21009,10158,cooperation,cooperation
20582,10158,cooperation,cooperation
22914,10158,cooperation,cooperation
24414,10158,cooperation,cooperation
22904,10008,cooperation,cooperation
21548,10008,cooperation,cooperation
21360,10008,cooperation,cooperation
21605,10008,cooperation,cooperation
25109,10008,cooperation,cooperation
23871,10008,cooperation,cooperation
23880,10008,cooperation,cooperation
24384,10008,cooperation,cooperation
20891,10008,cooperation,cooperation
21713,10008,cooperation,cooperation
22699,10008,cooperation,cooperation
23382,10008,cooperation,cooperation
23389,10008,cooperation,cooperation
21855,10008,cooperation,cooperation
20638,10008,cooperation,cooperation
24955,10008,cooperation,cooperation
23124,10137,cooperation,cooperation
22217,10137,cooperation,cooperation
20753,10137,cooperation,cooperation
20842,10137,cooperation,cooperation
20880,10137,cooperation,cooperation
20361,10137,cooperation,cooperation
22231,10137,cooperation,cooperation
21928,10137,cooperation,cooperation
22580,10137,cooperation,cooperation
24159,10137,cooperation,cooperation
22133,10137,cooperation,cooperation
24606,10137,cooperation,cooperation
24022,10137,cooperation,cooperation
23011,10137,cooperation,cooperation
24020,10137,cooperation,cooperation
24292,10137,cooperation,cooperation
22194,10137,cooperation,cooperation
25006,10137,cooperation,cooperation
22929,10137,cooperation,cooperation
23481,10137,cooperation,cooperation
23818,10137,cooperation,cooperation
23638,10137,cooperation,cooperation
23326,10022,cooperation,cooperation
23326,10128,cooperation,cooperation
23326,10120,cooperation,cooperation
23386,10022,cooperation,cooperation
23386,10128,cooperation,cooperation
23386,10120,cooperation,cooperation
21134,10022,cooperation,cooperation
21134,10128,cooperation,cooperation
21134,10120,cooperation,cooperation
22023,10022,cooperation,cooperation
22023,10128,cooperation,cooperation
22023,10120,cooperation,cooperation
22861,10022,cooperation,cooperation
22861,10128,cooperation,cooperation
22861,10120,cooperation,cooperation
23511,10022,cooperation,cooperation
23511,10128,cooperation,cooperation
23511,10120,cooperation,cooperation
20829,10022,cooperation,cooperation
20829,10128,cooperation,cooperation
20829,10120,cooperation,cooperation
24232,10022,cooperation,cooperation
24232,10128,cooperation,cooperation
24232,10120,cooperation,cooperation
20926,10022,cooperation,cooperation
20926,10128,cooperation,cooperation
20926,10120,cooperation,cooperation
21873,10022,cooperation,cooperation
21873,10128,cooperation,cooperation
21873,10120,cooperation,cooperation
20957,10022,cooperation,cooperation
20957,10128,cooperation,cooperation
20957,10120,cooperation,cooperation
20874,10022,cooperation,cooperation
20874,10128,cooperation,cooperation
20874,10120,cooperation,cooperation
25033,10022,cooperation,cooperation
25033,10128,cooperation,cooperation
25033,10120,cooperation,cooperation
20187,10022,cooperation,cooperation
20187,10128,cooperation,cooperation
20187,10120,cooperation,cooperation
22474,10022,cooperation,cooperation
22474,10128,cooperation,cooperation
22474,10120,cooperation,cooperation
23895,10022,cooperation,cooperation
23895,10128,cooperation,cooperation
23895,10120,cooperation,cooperation
24219,10022,cooperation,cooperation
24219,10128,cooperation,cooperation
24219,10120,cooperation,cooperation
21986,10022,cooperation,cooperation
21986,10128,cooperation,cooperation
21986,10120,cooperation,cooperation
21755,10022,cooperation,cooperation
21755,10128,cooperation,cooperation
21755,10120,cooperation,cooperation
20146,10022,cooperation,cooperation
20146,10128,cooperation,cooperation
20146,10120,cooperation,cooperation
24092,10022,cooperation,cooperation
24092,10128,cooperation,cooperation
24092,10120,cooperation,cooperation
20438,10022,cooperation,cooperation
20438,10128,cooperation,cooperation
20438,10120,cooperation,cooperation
22247,10022,cooperation,cooperation
22247,10128,cooperation,cooperation
22247,10120,cooperation,cooperation
21239,10022,cooperation,cooperation
21239,10128,cooperation,cooperation
21239,10120,cooperation,cooperation
23188,10022,cooperation,cooperation
23188,10128,cooperation,cooperation
23188,10120,cooperation,cooperation
24563,10022,cooperation,cooperation
24563,10128,cooperation,cooperation
24563,10120,cooperation,cooperation
24920,10022,cooperation,cooperation
24920,10128,cooperation,cooperation
24920,10120,cooperation,cooperation
23334,10022,cooperation,cooperation
23334,10128,cooperation,cooperation
23334,10120,cooperation,cooperation
21582,10022,cooperation,cooperation
21582,10128,cooperation,cooperation
21582,10120,cooperation,cooperation
23994,10022,cooperation,cooperation
23994,10128,cooperation,cooperation
23994,10120,cooperation,cooperation
24905,10022,cooperation,cooperation
24905,10128,cooperation,cooperation
24905,10120,cooperation,cooperation
22695,10022,cooperation,cooperation
22695,10128,cooperation,cooperation
22695,10120,cooperation,cooperation
23503,10022,cooperation,cooperation
23503,10128,cooperation,cooperation
23503,10120,cooperation,cooperation
23180,10022,cooperation,cooperation
23180,10128,cooperation,cooperation
23180,10120,cooperation,cooperation
22362,10022,cooperation,cooperation
22362,10128,cooperation,cooperation
22362,10120,cooperation,cooperation
23208,10022,cooperation,cooperation
23208,10128,cooperation,cooperation
23208,10120,cooperation,cooperation
23222,10022,cooperation,cooperation
23222,10128,cooperation,cooperation
23222,10120,cooperation,cooperation
24428,10022,cooperation,cooperation
24428,10128,cooperation,cooperation
24428,10120,cooperation,cooperation
23771,10022,cooperation,cooperation
23771,10128,cooperation,cooperation
23771,10120,cooperation,cooperation
22414,10022,cooperation,cooperation
22414,10128,cooperation,cooperation
22414,10120,cooperation,cooperation
20895,10022,cooperation,cooperation
20895,10128,cooperation,cooperation
20895,10120,cooperation,cooperation
23527,10022,cooperation,cooperation
23527,10128,cooperation,cooperation
23527,10120,cooperation,cooperation
24422,10022,cooperation,cooperation
24422,10128,cooperation,cooperation
24422,10120,cooperation,cooperation
24181,10062,cooperation,cooperation
24181,10047,cooperation,cooperation
22970,10062,cooperation,cooperation
22970,10047,cooperation,cooperation
21486,10062,cooperation,cooperation
21486,10047,cooperation,cooperation
23061,10062,cooperation,cooperation
23061,10047,cooperation,cooperation
23583,10062,cooperation,cooperation
23583,10047,cooperation,cooperation
24648,10062,cooperation,cooperation
24648,10047,cooperation,cooperation
21578,10062,cooperation,cooperation
21578,10047,cooperation,cooperation
24109,10062,cooperation,cooperation
24109,10047,cooperation,cooperation
24227,10062,cooperation,cooperation
24227,10047,cooperation,cooperation
21319,10062,cooperation,cooperation
21319,10047,cooperation,cooperation
23314,10062,cooperation,cooperation
23314,10047,cooperation,cooperation
24658,10062,cooperation,cooperation
24658,10047,cooperation,cooperation
22292,10062,cooperation,cooperation
22292,10047,cooperation,cooperation
22047,10062,cooperation,cooperation
22047,10047,cooperation,cooperation
24710,10062,cooperation,cooperation
24710,10047,cooperation,cooperation
24099,10062,cooperation,cooperation
24099,10047,cooperation,cooperation
20564,10062,cooperation,cooperation
20564,10047,cooperation,cooperation
24213,10062,cooperation,cooperation
24213,10047,cooperation,cooperation
21734,10062,cooperation,cooperation
21734,10047,cooperation,cooperation
21370,10062,cooperation,cooperation
21370,10047,cooperation,cooperation
25089,10062,cooperation,cooperation
25089,10047,cooperation,cooperation
20511,10032,cooperation,cooperation
22946,10032,cooperation,cooperation
20108,10032,cooperation,cooperation
20533,10032,cooperation,cooperation
24914,10032,cooperation,cooperation
23714,10032,cooperation,cooperation
20036,10032,cooperation,cooperation
24487,10032,cooperation,cooperation
21544,10032,cooperation,cooperation
24752,10032,cooperation,cooperation
20299,10032,cooperation,cooperation
21739,10032,cooperation,cooperation
24210,10032,cooperation,cooperation
21437,10032,cooperation,cooperation
22144,10032,cooperation,cooperation
21336,10032,cooperation,cooperation
24467,10032,cooperation,cooperation
23899,10032,cooperation,cooperation
20948,10032,cooperation,cooperation
22435,10032,cooperation,cooperation
21218,10032,cooperation,cooperation
23136,10032,cooperation,cooperation
21005,10032,cooperation,cooperation
24134,10032,cooperation,cooperation
21105,10000,cooperation,cooperation
23791,10000,cooperation,cooperation
23713,10000,cooperation,cooperation
25093,10000,cooperation,cooperation
21175,10000,cooperation,cooperation
23380,10000,cooperation,cooperation
23883,10000,cooperation,cooperation
23572,10000,cooperation,cooperation
20654,10000,cooperation,cooperation
24162,10000,cooperation,cooperation
23801,10000,cooperation,cooperation
24686,10000,cooperation,cooperation
24688,10000,cooperation,cooperation
25049,10000,cooperation,cooperation
21527,10000,cooperation,cooperation
20775,10000,cooperation,cooperation
20700,10000,cooperation,cooperation
24153,10000,cooperation,cooperation
22918,10000,cooperation,cooperation
22254,10000,cooperation,cooperation
22812,10000,cooperation,cooperation
23413,10000,cooperation,cooperation
21463,10000,cooperation,cooperation
22103,10000,cooperation,cooperation
22219,10000,cooperation,cooperation
25005,10000,cooperation,cooperation
23522,10000,cooperation,cooperation
23435,10000,cooperation,cooperation
21432,10000,cooperation,cooperation
24900,10000,cooperation,cooperation
22879,10000,cooperation,cooperation
20668,10000,cooperation,cooperation
20027,10000,cooperation,cooperation
24732,10000,cooperation,cooperation
20589,10125,cooperation,cooperation
25002,10125,cooperation,cooperation
24723,10125,cooperation,cooperation
24350,10125,cooperation,cooperation
20663,10125,cooperation,cooperation
20278,10125,cooperation,cooperation
20890,10125,cooperation,cooperation
22731,10125,cooperation,cooperation
20721,10125,cooperation,cooperation
21012,10125,cooperation,cooperation
24077,10125,cooperation,cooperation
23856,10125,cooperation,cooperation
24950,10125,cooperation,cooperation
24899,10125,cooperation,cooperation
25088,10125,cooperation,cooperation
22202,10125,cooperation,cooperation
21010,10125,cooperation,cooperation
20520,10125,cooperation,cooperation
22578,10125,cooperation,cooperation
20214,10125,cooperation,cooperation
21728,10125,cooperation,cooperation
21866,10125,cooperation,cooperation
22544,10125,cooperation,cooperation
22298,10125,cooperation,cooperation
23359,10125,cooperation,cooperation
20803,10125,cooperation,cooperation
20064,10125,cooperation,cooperation
21187,10125,cooperation,cooperation
20238,10125,cooperation,cooperation
23526,10125,cooperation,cooperation
24933,10125,cooperation,cooperation
24379,10125,cooperation,cooperation
21182,10125,cooperation,cooperation
20928,10125,cooperation,cooperation
24941,10125,cooperation,cooperation
22730,10125,cooperation,cooperation
24678,10125,cooperation,cooperation
24792,10125,cooperation,cooperation
24285,10125,cooperation,cooperation
23486,10125,cooperation,cooperation
24014,10125,cooperation,cooperation
24708,10125,cooperation,cooperation
24043,10087,cooperation,cooperation
20333,10087,cooperation,cooperation
20397,10087,cooperation,cooperation
23488,10087,cooperation,cooperation
21152,10087,cooperation,cooperation
23150,10087,cooperation,cooperation
24649,10087,cooperation,cooperation
22273,10087,cooperation,cooperation
24124,10087,cooperation,cooperation
22099,10087,cooperation,cooperation
21612,10087,cooperation,cooperation
22599,10087,cooperation,cooperation
23703,10087,cooperation,cooperation
22325,10087,cooperation,cooperation
23292,10087,cooperation,cooperation
20259,10087,cooperation,cooperation
20826,10087,cooperation,cooperation
24015,10087,cooperation,cooperation
20128,10087,cooperation,cooperation
22104,10087,cooperation,cooperation
23869,10087,cooperation,cooperation
21333,10087,cooperation,cooperation
20320,10087,cooperation,cooperation
21483,10087,cooperation,cooperation
20362,10087,cooperation,cooperation
23482,10087,cooperation,cooperation
20848,10087,cooperation,cooperation
24068,10087,cooperation,cooperation
24916,10087,cooperation,cooperation
24915,10087,cooperation,cooperation
21443,10087,cooperation,cooperation
21818,10087,cooperation,cooperation
24342,10106,cooperation,cooperation
24342,10205,cooperation,cooperation
22249,10106,cooperation,cooperation
22249,10205,cooperation,cooperation
21040,10106,cooperation,cooperation
21040,10205,cooperation,cooperation
21157,10106,cooperation,cooperation
21157,10205,cooperation,cooperation
21708,10106,cooperation,cooperation
21708,10205,cooperation,cooperation
22561,10106,cooperation,cooperation
22561,10205,cooperation,cooperation
21769,10106,cooperation,cooperation
21769,10205,cooperation,cooperation
21564,10106,cooperation,cooperation
21564,10205,cooperation,cooperation
22096,10106,cooperation,cooperation
22096,10205,cooperation,cooperation
21008,10106,cooperation,cooperation
21008,10205,cooperation,cooperation
22025,10106,cooperation,cooperation
22025,10205,cooperation,cooperation
24793,10106,cooperation,cooperation
24793,10205,cooperation,cooperation
20031,10154,cooperation,cooperation
23643,10154,cooperation,cooperation
24009,10154,cooperation,cooperation
23961,10154,cooperation,cooperation
24883,10154,cooperation,cooperation
21601,10154,cooperation,cooperation
20934,10154,cooperation,cooperation
25111,10154,cooperation,cooperation
20955,10154,cooperation,cooperation
20148,10154,cooperation,cooperation
21825,10154,cooperation,cooperation
23913,10154,cooperation,cooperation
23847,10154,cooperation,cooperation
20061,10154,cooperation,cooperation
24983,10154,cooperation,cooperation
22224,10154,cooperation,cooperation
20347,10154,cooperation,cooperation
22420,10154,cooperation,cooperation
21656,10154,cooperation,cooperation
23706,10154,cooperation,cooperation
22624,10154,cooperation,cooperation
20420,10154,cooperation,cooperation
22031,10154,cooperation,cooperation
21093,10154,cooperation,cooperation
21814,10154,cooperation,cooperation
22328,10154,cooperation,cooperation
23980,10154,cooperation,cooperation
21738,10154,cooperation,cooperation
25051,10154,cooperation,cooperation
24386,10154,cooperation,cooperation
25097,10154,cooperation,cooperation
24062,10154,cooperation,cooperation
24387,10154,cooperation,cooperation
20476,10154,cooperation,cooperation
24455,10154,cooperation,cooperation
22980,10154,cooperation,cooperation
25024,10154,cooperation,cooperation
21871,10154,cooperation,cooperation
20708,10154,cooperation,cooperation
21200,10154,cooperation,cooperation
